CA-T14-03,晚期奥斯曼改革,Late Ottoman Reform,REQUIRED,VIS-CIV-CA-T14-03-SECONDARY.webp,坦志麦特改革文书、现代行政档案或电报设备；突出晚奥斯曼制度重组。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T15-01,第一次世界大战总动员,First World War Mobilization,REQUIRED,VIS-CIV-CA-T15-01-SECONDARY.webp,总体战后勤：铁路调度、炮弹标准化、配给与通信设备；区别于战场 Hero。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T15-02,苏维埃革命国家,Soviet Revolutionary State,REQUIRED,VIS-CIV-CA-T15-02-SECONDARY.webp,苏维埃计划表、工业配给/生产记录与宣传复制设备；突出计划治理。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T16-05,独立后的印度,Decolonizing India,REQUIRED,VIS-CIV-CA-T16-05-SECONDARY.webp,独立印度宪法/五年计划、铁路与科研行政文件；突出发展型国家载体。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T17-02,欧洲一体化,European Integration,REQUIRED,VIS-CIV-CA-T17-02-SECONDARY.webp,欧洲共同市场条约、共同护照/通关与跨境标准；突出一体化制度载体。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T17-03,全球集装箱贸易体系,Global Container Trade,REQUIRED,VIS-CIV-CA-T17-03-SECONDARY.webp,标准集装箱、条码/装运单与港口调度系统；突出全球物流标准化。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T17-05,中国改革开放,China Reform and Opening,REQUIRED,VIS-CIV-CA-T17-05-SECONDARY.webp,改革开放时期特区文件、出口制造标准与早期通信/电子设备；突出制度接口。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T18-01,全球互联网平台经济,Global Internet Platform Economy,REQUIRED,VIS-CIV-CA-T18-01-SECONDARY.webp,智能手机平台界面抽象、服务器机架与云基础设施；突出平台经济载体。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T18-04,印度数字服务扩张,India Digital Services Expansion,REQUIRED,VIS-CIV-CA-T18-04-SECONDARY.webp,数字身份、软件服务终端与数据基础设施；突出印度数字服务扩张。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T18-06,非洲移动互联扩张,African Mobile Connectivity Expansion,REQUIRED,VIS-CIV-CA-T18-06-SECONDARY.webp,移动电话、基站与移动支付终端；突出非洲移动互联的关键载体。,6,继续 CASE_SECONDARY REQUIRED 第六批 10 张
CA-T11-04,阿兹特克三方同盟,Aztec Triple Alliance,REQUIRED,VIS-CIV-CA-T11-04-SECONDARY.webp,阿兹特克图绘抄本、贡赋记录与历法图像；突出帝国信息组织。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T11-05,印加塔万廷苏尤,Inca Tawantinsuyu,REQUIRED,VIS-CIV-CA-T11-05-SECONDARY.webp,印加结绳记事 quipu 与道路/仓储记录场景；突出无文字行政编码。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T11-06,文艺复兴意大利城市网络,Renaissance Italian City Networks,REQUIRED,VIS-CIV-CA-T11-06-SECONDARY.webp,复式簿记账册、早期印刷品与城市商业契约；突出文艺复兴城市网络。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T12-01,西班牙大西洋帝国,Spanish Atlantic Empire,REQUIRED,VIS-CIV-CA-T12-01-SECONDARY.webp,西班牙银币、航运清单与大西洋贸易记录；突出白银全球流动。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T12-02,葡萄牙印度洋网络,Portuguese Indian Ocean Network,REQUIRED,VIS-CIV-CA-T12-02-SECONDARY.webp,葡萄牙航海图、罗盘/星盘与港口记录；突出印度洋航路治理。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T12-03,莫卧儿印度,Mughal India,REQUIRED,VIS-CIV-CA-T12-03-SECONDARY.webp,莫卧儿地籍/税收文书、细密画与行政记录；突出土地财政体系。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T12-06,荷兰商业帝国,Dutch Commercial Empire,REQUIRED,VIS-CIV-CA-T12-06-SECONDARY.webp,VOC 股票/账本、航海图与交易所票据；突出商业资本与远洋网络。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T13-01,工业英国,Industrial Britain,REQUIRED,VIS-CIV-CA-T13-01-SECONDARY.webp,蒸汽机部件/工程图、电报设备或机械标准件；突出工业复制能力。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T13-03,大西洋革命体系,Atlantic Revolutionary System,REQUIRED,VIS-CIV-CA-T13-03-SECONDARY.webp,革命时期宪政文书、印刷传播与象征性政治文本；突出制度复制。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T14-01,明治日本,Meiji Japan,REQUIRED,VIS-CIV-CA-T14-01-SECONDARY.webp,明治宪政文本、铁路/工厂技术文件与近代教育材料；突出制度移植。,5,继续 CASE_SECONDARY REQUIRED 第五批 10 张
CA-T03-04,商文明,Shang China,REQUIRED,VIS-CIV-CA-T03-04-SECONDARY.webp,甲骨、青铜铭文与占卜/记录工具；突出商代文字与祭政载体。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T03-05,赫梯王国,Hittite Realm,REQUIRED,VIS-CIV-CA-T03-05-SECONDARY.webp,条约泥板、楔形文外交文书与王室印章；突出赫梯外交治理。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T03-06,迈锡尼希腊,Mycenaean Greece,REQUIRED,VIS-CIV-CA-T03-06-SECONDARY.webp,Linear B 泥板与宫殿仓储记录；突出迈锡尼行政经济。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T04-01,新亚述形成,Neo-Assyrian Formation,REQUIRED,VIS-CIV-CA-T04-01-SECONDARY.webp,亚述宫殿浮雕、王室铭文与军事记录；突出帝国宣传与行政记忆。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T04-02,腓尼基海洋城市,Phoenician Maritime Cities,REQUIRED,VIS-CIV-CA-T04-02-SECONDARY.webp,腓尼基字母铭文、商人印记与航海计量器；突出海贸信息复制。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T04-03,周文明,Zhou China,REQUIRED,VIS-CIV-CA-T04-03-SECONDARY.webp,西周青铜铭文与礼器；突出礼制、册命与跨代制度记忆。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T05-01,阿契美尼德波斯,Achaemenid Persia,REQUIRED,VIS-CIV-CA-T05-01-SECONDARY.webp,波斯王家铭文、印章与王道行政文书；突出多区域帝国治理。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T05-04,战国中国,Warring States China,REQUIRED,VIS-CIV-CA-T05-04-SECONDARY.webp,战国竹简、印玺与多制式钱币；突出文字治理、法政与竞争性标准化。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T05-06,萨波特克蒙特阿尔班,Zapotec Monte Albán,REQUIRED,VIS-CIV-CA-T05-06-SECONDARY.webp,蒙特阿尔班石刻、早期文字/历法符号与墓葬铭刻；突出记录体系。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T06-01,汉帝国,Han China,REQUIRED,VIS-CIV-CA-T06-01-SECONDARY.webp,汉简牍、印章与驿传文书；突出官僚治理和远距离行政。,2,继续 CASE_SECONDARY REQUIRED 第二批 10 张
CA-T06-02,罗马帝国,Roman Empire,REQUIRED,VIS-CIV-CA-T06-02-SECONDARY.webp,罗马法律石刻、军团文书或标准化钱币；突出法政与制度复制。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T06-03,孔雀帝国,Mauryan Empire,REQUIRED,VIS-CIV-CA-T06-03-SECONDARY.webp,阿育王石柱诏令/岩刻及道路传播场景；突出帝国规范传播。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T06-06,特奥蒂瓦坎,Teotihuacan,REQUIRED,VIS-CIV-CA-T06-06-SECONDARY.webp,特奥蒂瓦坎壁画、黑曜石工具与交换器物；突出城市生产和象征系统。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T07-01,古典玛雅城市,Classic Maya Cities,REQUIRED,VIS-CIV-CA-T07-01-SECONDARY.webp,玛雅石碑文字、历法铭刻与书写工具；突出城市间记忆与时间治理。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T07-02,早期拜占庭,Byzantine Early Empire,REQUIRED,VIS-CIV-CA-T07-02-SECONDARY.webp,拜占庭法典手抄本或镶嵌图像工坊；突出法律/宗教知识复制。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T07-03,萨珊伊朗,Sasanian Iran,REQUIRED,VIS-CIV-CA-T07-03-SECONDARY.webp,萨珊钱币、银器与王权铭刻；突出帝国身份和交换载体。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T07-05,笈多及后笈多南亚,Gupta and Post-Gupta South Asia,REQUIRED,VIS-CIV-CA-T07-05-SECONDARY.webp,笈多时期数学/天文学手稿、钱币或学术书写场景；突出知识保存。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T07-06,阿克苏姆,Aksum,REQUIRED,VIS-CIV-CA-T07-06-SECONDARY.webp,阿克苏姆钱币、碑铭与红海贸易标识器；突出跨区域交易与王权记录。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T08-01,唐代帝国—都市网络,Tang Imperial Runtime,REQUIRED,VIS-CIV-CA-T08-01-SECONDARY.webp,唐代简牍/文书、印刷前书写与丝路档案载体；突出帝国都市信息网络。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T08-03,加洛林欧洲,Carolingian Europe,REQUIRED,VIS-CIV-CA-T08-03-SECONDARY.webp,加洛林彩绘手抄本与修道院抄写室；突出文本标准化和知识保存。,3,继续 CASE_SECONDARY REQUIRED 第三批 10 张
CA-T19-02,生成式人工智能基础设施扩张,Generative AI Infrastructure Expansion,REQUIRED,VIS-CIV-CA-T19-02-SECONDARY.webp,AI 加速芯片、GPU 服务器机架与高密度数据中心；突出算力基础设施。,7,继续 CASE_SECONDARY REQUIRED 第七批 4 张
CA-T19-04,地缘经济供应链重构,Geoeconomic Supply-Chain Reconfiguration,REQUIRED,VIS-CIV-CA-T19-04-SECONDARY.webp,芯片、关键零部件、集装箱与供应链重路由控制中心；突出地缘经济重构。,7,继续 CASE_SECONDARY REQUIRED 第七批 4 张
CA-T19-05,数字主权与监管,Digital Sovereignty and Regulation,REQUIRED,VIS-CIV-CA-T19-05-SECONDARY.webp,主权云、数据中心访问边界与监管/加密象征；突出数字主权。,7,继续 CASE_SECONDARY REQUIRED 第七批 4 张
CA-T19-06,气候适应与韧性体系,Climate Adaptation and Resilience Systems,REQUIRED,VIS-CIV-CA-T19-06-SECONDARY.webp,洪水防护、气候传感器、储水与韧性基础设施；突出适应系统。,7,继续 CASE_SECONDARY REQUIRED 第七批 4 张
CA-T00-03,绳文群体,Jomon Communities,REQUIRED,VIS-CIV-CA-T00-03-SECONDARY.webp,绳文陶器、编织与海岸采集器具特写；强调长期定居群体的物质文化。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T01-01,恰塔霍裕克,Çatalhöyük,REQUIRED,VIS-CIV-CA-T01-01-SECONDARY.webp,恰塔霍裕克室内壁画、祭祀装置与屋顶进入结构；区别于聚落 Hero。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T01-03,仰韶社会,Yangshao Communities,REQUIRED,VIS-CIV-CA-T01-03-SECONDARY.webp,仰韶彩陶、储粮容器与纺织/农作工具；突出可复制的家户技术。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T02-01,苏美尔城市国家,Sumerian City-States,REQUIRED,VIS-CIV-CA-T02-01-SECONDARY.webp,楔形文字泥板、印章与配给/账目工具；突出城市行政与记录系统。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T02-03,古王国埃及,Old Kingdom Egypt,REQUIRED,VIS-CIV-CA-T02-03-SECONDARY.webp,象形文字墓葬浮雕、石工标记或行政记录载体；区别于金字塔 Hero。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T02-04,印度河城市文明,Indus Urban Civilization,REQUIRED,VIS-CIV-CA-T02-04-SECONDARY.webp,印度河印章、标准砝码与度量器；突出标准化和交换治理。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T02-06,龙山网络,Longshan Networks,REQUIRED,VIS-CIV-CA-T02-06-SECONDARY.webp,龙山黑陶、礼器与区域交换器物；突出网络化社会的物质载体。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T03-01,中王国埃及,Middle Kingdom Egypt,REQUIRED,VIS-CIV-CA-T03-01-SECONDARY.webp,纸草、书记工具与行政账册场景；突出中王国文书治理。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T03-02,古巴比伦两河,Old Babylonian Mesopotamia,REQUIRED,VIS-CIV-CA-T03-02-SECONDARY.webp,古巴比伦法律/契约泥板与印章；突出法律与交易记录。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
CA-T03-03,米诺斯克里特,Minoan Crete,REQUIRED,VIS-CIV-CA-T03-03-SECONDARY.webp,Linear A 泥板、印章或宫殿储存标签；突出米诺斯行政记录。,1,继续 CASE_SECONDARY REQUIRED 第一批 10 张
caseId,caseTitleZh,caseTitleEn,secondaryDecision,secondaryFilename,secondaryFocus,requiredBatch,simpleCommand
